State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Year,Month,Day,Volatility
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Banana,Besrai,Local,2026-12-03,4500,5000,4750,2026,12,3,500
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Brinjal,Round,Local,2026-12-03,1800,2000,1900,2026,12,3,200
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Coriander(Leaves),I Sort,Local,2026-12-03,6500,7000,6750,2026,12,3,500
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Tapioca,Tapioca,Local,2026-12-03,3000,3500,3250,2026,12,3,500
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Cabbage,Cabbage,Local,2026-12-03,1500,1800,1650,2026,12,3,300
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,2026-12-03,4500,5000,4750,2026,12,3,500
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Thondekai,Thondekai,Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Turnip,Turnip,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Soyabean,Local,Local,2026-12-03,8500,9500,9000,2026,12,3,1000
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Brinjal,Round,Local,2026-12-03,1800,2000,1900,2026,12,3,200
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,2026-12-03,3000,3500,3250,2026,12,3,500
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,2026-12-03,4600,4800,4700,2026,12,3,200
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,2026-12-03,1400,1600,1500,2026,12,3,200
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Lime,Lime,Local,2026-12-03,11500,12500,12000,2026,12,3,1000
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,2026-12-03,2400,2800,2600,2026,12,3,400
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2026-12-03,3200,3500,3350,2026,12,3,300
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2026-12-03,2200,2500,2350,2026,12,3,300
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ) APMC,Ashgourd,Gouard,Local,2026-12-03,2000,2500,2250,2026,12,3,500
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ) APMC,Green Avare(W),Green Avare (W),Local,2026-12-03,4000,5000,4500,2026,12,3,1000
Odisha,Bargarh,Attabira APMC,Cauliflower,Other,Local,2026-12-03,1600,2000,1800,2026,12,3,400
Odisha,Bargarh,Attabira APMC,Bottle gourd,Bottle Gourd,Local,2026-12-03,1300,1700,1500,2026,12,3,400
West Bengal,Paschim Bardhaman,Asansol APMC,Wheat,Kalyan,FAQ,2026-12-03,2600,2825,2700,2026,12,3,225
West Bengal,Paschim Bardhaman,Asansol APMC,Onion,Nasik,FAQ,2026-12-03,1700,1950,1850,2026,12,3,250
Himachal Pradesh,Kangra,SMY Palampur,Pomegranate,Pomogranate,Medium,2026-12-03,12000,12500,12200,2026,12,3,500
Himachal Pradesh,Kangra,SMY Palampur,Water Melon,Water Melon,Medium,2026-12-03,2600,2800,2700,2026,12,3,200
Himachal Pradesh,Kangra,SMY Palampur,Guava,Guava,Medium,2026-12-03,6800,7000,6900,2026,12,3,200
Himachal Pradesh,Kangra,SMY Palampur,Beetroot,Beetroot,FAQ,2026-12-03,3400,3500,3450,2026,12,3,100
Himachal Pradesh,Kangra,SMY Palampur,Ginger(Green),Green Ginger,FAQ,2026-12-03,9000,9200,9100,2026,12,3,200
Himachal Pradesh,Kangra,SMY Palampur,Chikoos(Sapota),Sapota,Medium,2026-12-03,5700,5800,5750,2026,12,3,100
Himachal Pradesh,Kangra,SMY Palampur,Onion,Onion,FAQ,2026-12-03,2100,2200,2150,2026,12,3,100
Himachal Pradesh,Kangra,SMY Palampur,Peas Wet,Peas Wet,FAQ,2026-12-03,3800,4000,3900,2026,12,3,200
Rajasthan,Jalore,Jalore APMC,Bhindi(Ladies Finger),Bhindi,Local,2026-12-03,3500,4000,3800,2026,12,3,500
Punjab,Tarntaran,Patti APMC,Cabbage,Other,Local,2026-12-03,1200,1200,1200,2026,12,3,0
Uttarakhand,Dehradoon,Vikasnagar APMC,Bottle gourd,Other,Medium,2026-12-03,1000,1500,1500,2026,12,3,500
Uttarakhand,Dehradoon,Vikasnagar APMC,Apple,Other,Medium,2026-12-03,5000,6000,6000,2026,12,3,1000
Punjab,Amritsar,Rayya APMC,Brinjal,Brinjal,FAQ,2026-12-03,625,625,625,2026,12,3,0
Punjab,Amritsar,Rayya APMC,Cauliflower,Local,FAQ,2026-12-03,825,825,825,2026,12,3,0
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Tomato,Tomato,FAQ,2026-12-03,1800,1800,1800,2026,12,3,0
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Bottle gourd,Bottle Gourd,FAQ,2026-12-03,1700,1700,1700,2026,12,3,0
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Brinjal,Brinjal,FAQ,2026-12-03,1800,1800,1800,2026,12,3,0
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Banana,Medium,Grade B,2026-12-03,1300,1300,1300,2026,12,3,0
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Bitter gourd,Bitter Gourd,FAQ,2026-12-03,2200,2200,2200,2026,12,3,0
Kerala,Pathanamthitta,Ezhamkulam APMC,Amaranthus,Other,FAQ,2026-12-03,2500,2800,2800,2026,12,3,300
Kerala,Kottayam,Athirampuzha APMC,Bhindi(Ladies Finger),Bhindi,FAQ,2026-12-03,3500,3700,3600,2026,12,3,200
Kerala,Kottayam,Athirampuzha APMC,Carrot,Carrot,FAQ,2026-12-03,4600,4800,4700,2026,12,3,200
Kerala,Kottayam,Athirampuzha APMC,French Beans(Frasbean),French Beans (Frasbean),FAQ,2026-12-03,6800,7000,6900,2026,12,3,200
Kerala,Kottayam,Athirampuzha APMC,Galgal(Lemon),Galgal(Lemon),FAQ,2026-12-03,11000,12000,11500,2026,12,3,1000
Kerala,Kottayam,Athirampuzha APMC,Green Chilli,Green Chilly,FAQ,2026-12-03,3800,4000,3900,2026,12,3,200
Kerala,Kottayam,Athirampuzha APMC,Bottle gourd,Bottle Gourd,FAQ,2026-12-03,2000,2200,2100,2026,12,3,200
Kerala,Kottayam,Athirampuzha APMC,Onion,Big,FAQ,2026-12-03,1900,2100,2000,2026,12,3,200
Kerala,Kottayam,Athirampuzha APMC,Cabbage,Cabbage,FAQ,2026-12-03,2400,2600,2500,2026,12,3,200
Kerala,Kottayam,Athirampuzha APMC,Tomato,Tomato,FAQ,2026-12-03,3000,3200,3100,2026,12,3,200
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Cowpea(Veg),Cowpea (Veg),Local,2026-12-03,2600,2600,2600,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Cauliflower,Ranchi,Local,2026-12-03,5000,5000,5000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Brinjal,Other,Local,2026-12-03,2600,2600,2600,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Chikoos(Sapota),Sapota,Local,2026-12-03,5000,5000,5000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Tomato,Local,Local,2026-12-03,1600,1600,1600,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,2026-12-03,2000,2000,2000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,2026-12-03,2400,2400,2400,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Drumstick,Drumstick,Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,2026-12-03,3000,3600,3300,2026,12,3,600
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Tomato,Deshi,Local,2026-12-03,1000,1800,1400,2026,12,3,800
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Bitter gourd,Bitter Gourd,Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,2026-12-03,2000,2400,2200,2026,12,3,400
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,2026-12-03,6000,6500,6250,2026,12,3,500
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Ginger(Green),Green Ginger,Local,2026-12-03,7000,8000,7500,2026,12,3,1000
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Betal Leaves,Mysore,Local,2026-12-03,8000,9000,8500,2026,12,3,1000
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Sweet Potato,Hosur Red,Local,2026-12-03,3000,3600,3300,2026,12,3,600
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Drumstick,Drumstick,Local,2026-12-03,4500,5000,4750,2026,12,3,500
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Colacasia,Colacasia,Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2026-12-03,3000,4000,3500,2026,12,3,1000
Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Potato,Other,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Cauliflower,Ranchi,Local,2026-12-03,3500,3500,3500,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Coriander(Leaves),I Sort,Local,2026-12-03,3500,3500,3500,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Green Peas,Green Peas,Local,2026-12-03,5500,5500,5500,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Ashgourd,Gouard,Local,2026-12-03,1600,1600,1600,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,2026-12-03,4600,4600,4600,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,2026-12-03,3200,3200,3200,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,2026-12-03,7000,7000,7000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,2026-12-03,2500,3600,3050,2026,12,3,1100
Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Thondekai,Thondekai,Local,2026-12-03,3600,3600,3600,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Banana,Besrai,Local,2026-12-03,4000,5000,4500,2026,12,3,1000
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Ashgourd,Gouard,Local,2026-12-03,1800,1800,1800,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Pumpkin,Pumpkin,Local,2026-12-03,1800,1800,1800,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,2026-12-03,1000,1000,1000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Tapioca,Tapioca,Local,2026-12-03,2600,2600,2600,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Sweet Potato,Hosur Red,Local,2026-12-03,3600,3600,3600,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Cabbage,Cabbage,Local,2026-12-03,2600,2600,2600,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Raddish,Raddish,Local,2026-12-03,2600,2600,2600,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,2026-12-03,2600,2600,2600,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,Local,2026-12-03,6000,6000,6000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Guava,Guava Allahabad,Local,2026-12-03,7000,7000,7000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2026-12-03,15000,15000,15000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Colacasia,Colacasia,Local,2026-12-03,3600,3600,3600,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ) APMC,Cowpea(Veg),Cowpea (Veg),Local,2026-12-03,2600,2600,2600,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ) APMC,Banana,Poovan,Local,2026-12-03,5000,5000,5000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ) APMC,Potato,Other,Local,2026-12-03,2800,2800,2800,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ) APMC,Garlic,Garlic,Local,2026-12-03,15000,15000,15000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,2026-12-03,2000,2000,2000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ) APMC,Ashgourd,Gouard,Local,2026-12-03,1600,1600,1600,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ) APMC,Carrot,Pusakesar,Local,2026-12-03,4200,4200,4200,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,2026-12-03,2400,2400,2400,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,Local,2026-12-03,8000,8000,8000,2026,12,3,0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Groundnut,Big (With Shell),Local,2026-12-03,6600,6600,6600,2026,12,3,0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Brinjal,Other,Local,2026-12-03,1200,1500,1350,2026,12,3,300
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Bitter gourd,Bitter Gourd,Local,2026-12-03,2600,2600,2600,2026,12,3,0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Pumpkin,Pumpkin,Local,2026-12-03,1800,1800,1800,2026,12,3,0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Thondekai,Thondekai,Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Knool Khol,Knool Khol,Local,2026-12-03,2400,2400,2400,2026,12,3,0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Lime,Lime,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Indian Beans(Seam),Indian Beans (Seam),Local,2026-12-03,3600,3600,3600,2026,12,3,0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,2026-12-03,2200,2200,2200,2026,12,3,0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Cauliflower,Ranchi,Local,2026-12-03,1500,1500,1500,2026,12,3,0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Brinjal,Other,Local,2026-12-03,1800,1800,1800,2026,12,3,0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Cluster beans,Cluster Beans,Local,2026-12-03,4600,4600,4600,2026,12,3,0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Bitter gourd,Other,Local,2026-12-03,2000,2000,2000,2026,12,3,0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Tapioca,Tapioca,Local,2026-12-03,2500,2500,2500,2026,12,3,0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Sweet Potato,Hosur Red,Local,2026-12-03,2500,2500,2500,2026,12,3,0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Carrot,Pusakesar,Local,2026-12-03,1600,1600,1600,2026,12,3,0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Cabbage,Cabbage,Local,2026-12-03,1500,1500,1500,2026,12,3,0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Guava,Guava Allahabad,Local,2026-12-03,4500,4500,4500,2026,12,3,0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Colacasia,Colacasia,Local,2026-12-03,3500,3500,3500,2026,12,3,0
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Cauliflower,Ranchi,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,2026-12-03,1000,1500,1250,2026,12,3,500
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Raddish,Raddish,Local,2026-12-03,2700,3200,2950,2026,12,3,500
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Turnip,Turnip,Local,2026-12-03,5000,6000,5500,2026,12,3,1000
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Potato,Red Nanital,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Chikoos(Sapota),Sapota,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Cluster beans,Cluster Beans,Local,2026-12-03,4500,5000,4750,2026,12,3,500
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Carrot,Pusakesar,Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Drumstick,Drumstick,Local,2026-12-03,6500,7000,6750,2026,12,3,500
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Guava,Guava Allahabad,Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Coriander(Leaves),I Sort,Local,2026-12-03,4500,5000,4750,2026,12,3,500
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Chikoos(Sapota),Sapota,Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,2026-12-03,3000,3500,3250,2026,12,3,500
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Cabbage,Cabbage,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Snakeguard,Snakeguard,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Raddish,Raddish,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Lime,Lime,Local,2026-12-03,13000,14000,13500,2026,12,3,1000
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Guava,Guava Allahabad,Local,2026-12-03,4500,5000,4750,2026,12,3,500
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,2026-12-03,4000,5000,4500,2026,12,3,1000
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,2026-12-03,2800,3500,3150,2026,12,3,700
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Tomato,Deshi,Local,2026-12-03,1200,1500,1350,2026,12,3,300
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,2026-12-03,6500,8000,7250,2026,12,3,1500
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Green Avare(W),Green Avare (W),Local,2026-12-03,5000,6000,5500,2026,12,3,1000
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Colacasia,Colacasia,Local,2026-12-03,5000,6000,5500,2026,12,3,1000
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2026-12-03,3200,4000,3600,2026,12,3,800
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Banana,Besrai,Local,2026-12-03,4000,4500,4250,2026,12,3,500
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Grapes,Annabesahai,Local,2026-12-03,9000,10000,9500,2026,12,3,1000
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Garlic,Garlic,Local,2026-12-03,14000,15000,14500,2026,12,3,1000
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Brinjal,Round,Local,2026-12-03,4500,5000,4750,2026,12,3,500
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Pumpkin,Pumpkin,Local,2026-12-03,1500,1800,1650,2026,12,3,300
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Ginger(Green),Green Ginger,Local,2026-12-03,8500,9000,8750,2026,12,3,500
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Carrot,Pusakesar,Local,2026-12-03,4500,5000,4750,2026,12,3,500
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Snakeguard,Snakeguard,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Drumstick,Drumstick,Local,2026-12-03,5500,6000,5750,2026,12,3,500
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Cauliflower,Ranchi,Local,2026-12-03,2000,2500,2250,2026,12,3,500
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Chikoos(Sapota),Sapota,Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Water Melon,Water Melon,Local,2026-12-03,1500,2000,1750,2026,12,3,500
